layer,row,column,Reach,Stage,Conductanc,Bottom,,,,
1,136,140,417,909.680000,600.140000,908.680000,,,,
1,135,140,417,909.900000,227.360000,908.900000,,,,
1,138,141,417,909.670000,53.350000,908.670000,,,,
1,137,141,417,909.670000,635.400000,908.670000,,,,
1,145,142,417,899.480000,321.880000,898.480000,,,,
1,143,142,417,901.770000,508.230000,900.770000,,,,
1,142,142,417,901.770000,510.070000,900.770000,,,,
1,141,142,417,909.360000,426.440000,908.360000,,,,
1,140,142,417,909.360000,307.080000,908.360000,,,,
1,138,142,417,909.670000,678.640000,908.670000,,,,
1,145,143,417,897.630000,1084.450000,896.630000,,,,
1,141,143,417,910.290000,104.100000,909.290000,,,,
1,140,143,417,909.670000,267.380000,908.670000,,,,
1,139,143,417,909.670000,599.600000,908.670000,,,,
1,138,143,417,909.670000,21.390000,908.670000,,,,
1,147,144,417,892.500000,836.240000,891.500000,,,,
1,149,145,417,891.700000,701.710000,890.700000,,,,
1,148,145,417,891.700000,836.850000,890.700000,,,,
1,147,145,417,891.700000,531.300000,890.700000,,,,
1,151,146,417,891.530000,328.470000,890.530000,,,,
1,150,146,417,891.700000,713.820000,890.700000,,,,
1,149,146,417,891.700000,291.060000,890.700000,,,,
1,150,147,417,891.530000,530.380000,890.530000,,,,
1,149,93,417,832.540000,995.920000,831.540000,,,,
1,148,93,417,832.540000,410.800000,831.540000,,,,
1,149,94,417,832.540000,1157.810000,831.540000,,,,
1,150,95,417,832.540000,94.520000,831.540000,,,,
1,149,95,417,832.540000,1030.870000,831.540000,,,,
1,108,95,417,859.970000,147.030000,858.970000,,,,
1,150,96,417,832.540000,1312.500000,831.540000,,,,
1,151,97,417,832.540000,758.890000,831.540000,,,,
1,150,97,417,832.540000,553.530000,831.540000,,,,
1,151,98,417,832.540000,1192.380000,831.540000,,,,
1,115,99,417,845.620000,157.220000,844.620000,,,,
1,114,99,417,845.620000,210.500000,844.620000,,,,
1,137,100,417,850.040000,449.430000,849.040000,,,,
1,137,101,417,854.960000,55.580000,853.960000,,,,
1,139,102,417,857.510000,34.420000,856.510000,,,,
1,160,135,417,861.040000,830.950000,860.040000,,,,
1,159,136,417,864.310000,905.770000,863.310000,,,,
1,159,137,417,867.200000,421.300000,866.200000,,,,
1,61,4,418,853.000000,532.840000,852.000000,,,,
1,58,4,418,855.000000,786.490000,854.000000,,,,
1,57,4,418,856.000000,647.740000,855.000000,,,,
1,57,5,418,857.000000,136.910000,856.000000,,,,
1,55,7,418,859.000000,472.740000,858.000000,,,,
1,53,10,418,864.000000,607.350000,863.000000,,,,
1,52,10,418,863.000000,579.980000,862.000000,,,,
1,51,10,418,864.000000,579.980000,863.000000,,,,
1,48,11,418,867.000000,778.140000,866.000000,,,,
1,48,12,418,867.000000,49.370000,866.000000,,,,
1,47,12,418,868.000000,682.700000,867.000000,,,,
1,56,5,418,856.990000,696.040000,855.990000,,,,
1,55,6,418,859.420000,635.400000,858.420000,,,,
1,54,7,418,859.790000,148.410000,858.790000,,,,
1,54,8,418,859.790000,621.140000,858.790000,,,,
1,54,9,418,859.790000,621.140000,858.790000,,,,
1,50,10,418,864.810000,580.130000,863.810000,,,,
1,49,11,418,865.940000,39.710000,864.940000,,,,
1,46,12,418,869.670000,579.830000,868.670000,,,,
1,45,12,418,869.670000,579.830000,868.670000,,,,
1,39,13,418,874.550000,541.420000,873.550000,,,,
1,49,10,418,864.830000,700.710000,863.830000,,,,
1,35,8,418,883.590000,579.830000,882.590000,,,,
1,44,12,418,869.730000,579.830000,868.730000,,,,
1,35,9,418,880.710000,587.190000,879.710000,,,,
1,63,3,418,851.610000,562.580000,850.610000,,,,
1,62,3,418,852.310000,854.480000,851.310000,,,,
1,61,3,418,853.940000,329.930000,852.940000,,,,
1,64,4,418,849.690000,253.040000,848.690000,,,,
1,63,4,418,849.690000,758.890000,848.690000,,,,
1,60,4,418,855.290000,805.960000,854.290000,,,,
1,59,4,418,856.170000,786.490000,855.170000,,,,
1,64,5,418,849.690000,802.590000,848.690000,,,,
1,55,5,418,859.900000,200.000000,858.900000,,,,
1,35,7,418,884.400000,378.990000,883.400000,,,,
1,35,10,418,879.750000,665.070000,878.750000,,,,
1,36,11,418,879.730000,37.180000,878.730000,,,,
1,35,11,418,879.730000,618.310000,878.730000,,,,
1,43,12,418,869.730000,579.830000,868.730000,,,,
1,42,12,418,869.730000,579.830000,868.730000,,,,
1,41,12,418,870.060000,579.830000,869.060000,,,,
1,40,12,418,873.570000,580.060000,872.570000,,,,
1,39,12,418,875.690000,691.670000,874.690000,,,,
1,36,12,418,878.900000,585.580000,877.900000,,,,
1,38,13,418,876.060000,591.090000,875.060000,,,,
1,37,13,418,878.900000,619.760000,877.900000,,,,
1,36,13,418,878.900000,654.870000,877.900000,,,,
1,68,9,420,846.000000,836.850000,845.000000,,,,
1,67,10,420,849.000000,381.520000,848.000000,,,,
1,65,11,420,854.000000,556.520000,853.000000,,,,
1,65,12,420,854.000000,277.420000,853.000000,,,,
1,64,13,420,857.000000,312.910000,856.000000,,,,
1,63,13,420,858.000000,547.630000,857.000000,,,,
1,63,14,420,858.000000,804.500000,857.000000,,,,
1,63,16,420,861.000000,726.240000,860.000000,,,,
1,63,17,420,862.000000,412.790000,861.000000,,,,
1,62,18,420,863.000000,599.300000,862.000000,,,,
1,59,20,420,868.000000,142.120000,867.000000,,,,
1,58,22,420,872.000000,8.970000,871.000000,,,,
1,57,24,420,878.000000,699.410000,877.000000,,,,
1,56,27,420,884.000000,742.800000,883.000000,,,,
1,56,29,420,888.000000,163.200000,887.000000,,,,
1,55,29,420,888.000000,578.140000,887.000000,,,,
1,54,33,420,898.000000,863.380000,897.000000,,,,
1,52,38,420,910.000000,415.940000,909.000000,,,,
1,51,39,420,914.000000,974.220000,913.000000,,,,
1,51,43,420,923.000000,346.790000,922.000000,,,,
1,42,59,420,953.000000,61.480000,952.000000,,,,
1,40,59,420,962.000000,363.500000,961.000000,,,,
1,39,60,420,972.000000,521.180000,971.000000,,,,
1,63,15,420,859.820000,708.910000,858.820000,,,,
1,62,17,420,864.810000,404.360000,863.810000,,,,
1,61,19,420,864.810000,487.920000,863.810000,,,,
1,58,21,420,869.760000,846.900000,868.760000,,,,
1,57,22,420,874.800000,822.980000,873.800000,,,,
1,57,23,420,875.720000,699.790000,874.720000,,,,
1,57,25,420,879.800000,707.540000,878.800000,,,,
1,57,26,420,881.080000,395.010000,880.080000,,,,
1,56,26,420,881.490000,326.780000,880.490000,,,,
1,56,28,420,885.050000,756.060000,884.050000,,,,
1,55,30,420,889.880000,700.710000,888.880000,,,,
1,55,31,420,894.430000,702.250000,893.430000,,,,
1,55,32,420,899.500000,751.540000,898.500000,,,,
1,55,33,420,899.500000,403.670000,898.500000,,,,
1,53,33,420,899.790000,211.650000,898.790000,,,,
1,53,34,420,899.790000,702.250000,898.790000,,,,
1,53,35,420,900.420000,698.340000,899.420000,,,,
1,53,36,420,904.770000,698.180000,903.770000,,,,
1,53,37,420,904.960000,724.710000,903.960000,,,,
1,53,38,420,906.390000,726.010000,905.390000,,,,
1,52,39,420,913.190000,321.500000,912.190000,,,,
1,51,40,420,917.290000,371.940000,916.290000,,,,
1,50,40,420,917.180000,430.730000,916.180000,,,,
1,52,41,420,919.930000,222.920000,918.930000,,,,
1,51,41,420,919.390000,692.050000,918.390000,,,,
1,52,42,420,920.090000,763.650000,919.090000,,,,
1,52,43,420,924.000000,592.240000,923.000000,,,,
1,51,44,420,928.630000,736.050000,927.630000,,,,
1,51,45,420,928.870000,705.310000,927.870000,,,,
1,51,46,420,930.120000,762.960000,929.120000,,,,
1,51,47,420,931.350000,308.770000,930.350000,,,,
1,50,47,420,931.350000,660.310000,930.350000,,,,
1,50,48,420,931.580000,704.320000,930.580000,,,,
1,50,49,420,932.450000,700.410000,931.450000,,,,
1,50,50,420,933.220000,755.370000,932.220000,,,,
1,50,51,420,933.920000,251.970000,932.920000,,,,
1,49,51,420,934.520000,553.690000,933.520000,,,,
1,49,52,420,934.860000,703.400000,933.860000,,,,
1,49,53,420,935.900000,613.090000,934.900000,,,,
1,48,53,420,936.510000,708.070000,935.510000,,,,
1,45,57,420,942.410000,700.020000,941.410000,,,,
1,45,58,420,944.380000,788.870000,943.380000,,,,
1,44,58,420,946.000000,698.110000,945.000000,,,,
1,43,58,420,947.660000,708.990000,946.660000,,,,
1,42,58,420,950.880000,653.420000,949.880000,,,,
1,39,59,420,967.670000,612.400000,966.670000,,,,
1,68,10,420,849.630000,448.510000,848.630000,,,,
1,64,12,420,854.940000,782.040000,853.940000,,,,
1,60,20,420,867.980000,932.600000,866.980000,,,,
1,59,21,420,869.270000,699.870000,868.270000,,,,
1,45,56,420,940.730000,699.490000,939.730000,,,,
1,66,11,420,849.800000,704.390000,848.800000,,,,
1,61,18,420,864.810000,771.310000,863.810000,,,,
1,60,19,420,865.640000,455.410000,864.640000,,,,
1,47,53,420,937.480000,586.190000,936.480000,,,,
1,47,54,420,938.470000,337.060000,937.470000,,,,
1,46,54,420,938.630000,659.780000,937.630000,,,,
1,46,55,420,939.220000,318.050000,938.220000,,,,
1,45,55,420,939.780000,561.280000,938.780000,,,,
1,41,58,420,957.270000,558.060000,956.270000,,,,
1,40,58,420,960.140000,472.660000,959.140000,,,,
1,41,59,420,954.660000,197.850000,953.660000,,,,
1,67,11,420,849.800000,611.260000,848.800000,,,,
1,98,67,421,856.000000,993.390000,855.000000,,,,
1,135,72,421,813.000000,133.920000,812.000000,,,,
1,129,73,421,818.000000,1236.540000,817.000000,,,,
1,79,78,421,890.000000,1038.150000,889.000000,,,,
1,78,78,421,892.000000,497.420000,891.000000,,,,
1,77,78,421,892.000000,930.070000,891.000000,,,,
1,76,78,421,894.000000,290.450000,893.000000,,,,
1,75,78,421,897.000000,113.830000,896.000000,,,,
1,78,79,421,893.000000,476.490000,892.000000,,,,
1,77,79,421,895.000000,98.350000,894.000000,,,,
1,76,79,421,897.000000,936.970000,896.000000,,,,
1,75,79,421,896.000000,1134.360000,895.000000,,,,
1,74,79,421,896.000000,899.870000,895.000000,,,,
1,74,80,421,898.000000,673.730000,897.000000,,,,
1,56,81,421,912.000000,866.520000,911.000000,,,,
1,53,82,421,915.000000,869.280000,914.000000,,,,
1,102,65,421,849.400000,331.540000,848.400000,,,,
1,101,65,421,849.560000,1423.730000,848.560000,,,,
1,100,65,421,851.190000,971.770000,850.190000,,,,
1,99,65,421,855.640000,15.790000,854.640000,,,,
1,99,66,421,853.940000,1265.510000,852.940000,,,,
1,98,66,421,855.790000,675.110000,854.790000,,,,
1,97,67,421,857.580000,1457.080000,856.580000,,,,
1,96,68,421,858.870000,657.020000,857.870000,,,,
1,95,68,421,860.080000,1297.860000,859.080000,,,,
1,109,69,421,837.750000,1707.820000,836.750000,,,,
1,95,69,421,862.030000,456.260000,861.030000,,,,
1,94,69,421,862.030000,1429.330000,861.030000,,,,
1,93,69,421,864.390000,634.020000,863.390000,,,,
1,91,69,421,868.060000,809.560000,867.060000,,,,
1,90,69,421,868.980000,1328.600000,867.980000,,,,
1,89,69,421,870.890000,1223.580000,869.890000,,,,
1,88,69,421,872.690000,1190.240000,871.690000,,,,
1,111,70,421,835.270000,847.280000,834.270000,,,,
1,110,70,421,836.110000,1959.940000,835.110000,,,,
1,109,70,421,837.560000,622.520000,836.560000,,,,
1,93,70,421,864.960000,789.480000,863.960000,,,,
1,92,70,421,865.990000,1179.430000,864.990000,,,,
1,91,70,421,867.890000,471.280000,866.890000,,,,
1,83,70,421,880.730000,1406.180000,879.730000,,,,
1,137,71,421,809.860000,1553.200000,808.860000,,,,
1,112,71,421,833.160000,1954.580000,832.160000,,,,
1,111,71,421,834.800000,908.990000,833.800000,,,,
1,83,71,421,881.460000,443.840000,880.460000,,,,
1,82,71,421,882.700000,829.650000,881.700000,,,,
1,137,72,421,809.890000,131.010000,808.890000,,,,
1,136,72,421,811.290000,231.810000,810.290000,,,,
1,134,72,421,814.130000,1807.090000,813.130000,,,,
1,133,72,421,815.390000,1747.830000,814.390000,,,,
1,113,72,421,831.530000,1653.320000,830.530000,,,,
1,112,72,421,832.830000,785.650000,831.830000,,,,
1,82,72,421,883.090000,1190.850000,882.090000,,,,
1,128,73,421,818.630000,1785.930000,817.630000,,,,
1,127,73,421,818.930000,1755.650000,817.930000,,,,
1,126,73,421,818.930000,1292.880000,817.930000,,,,
1,125,73,421,819.230000,551.620000,818.230000,,,,
1,114,73,421,830.280000,1727.440000,829.280000,,,,
1,113,73,421,831.690000,179.610000,830.690000,,,,
1,82,73,421,887.190000,63.090000,886.190000,,,,
1,81,73,421,886.730000,944.100000,885.730000,,,,
1,126,74,421,818.930000,981.120000,817.930000,,,,
1,125,74,421,818.930000,1297.020000,817.930000,,,,
1,124,74,421,819.880000,1672.020000,818.880000,,,,
1,123,74,421,820.660000,1136.120000,819.660000,,,,
1,122,74,421,821.350000,669.970000,820.350000,,,,
1,115,74,421,828.490000,1294.720000,827.490000,,,,
1,114,74,421,829.330000,1654.010000,828.330000,,,,
1,82,74,421,886.730000,1260.990000,885.730000,,,,
1,81,74,421,886.730000,133.760000,885.730000,,,,
1,123,75,421,821.020000,944.480000,820.020000,,,,
1,122,75,421,821.350000,1248.570000,820.350000,,,,
1,121,75,421,822.280000,2892.690000,821.280000,,,,
1,120,75,421,822.990000,1624.950000,821.990000,,,,
1,119,75,421,824.680000,680.550000,823.680000,,,,
1,118,75,421,825.280000,1525.840000,824.280000,,,,
1,117,75,421,825.610000,2055.070000,824.610000,,,,
1,116,75,421,826.660000,2080.900000,825.660000,,,,
1,115,75,421,828.790000,787.410000,827.790000,,,,
1,114,75,421,829.170000,512.060000,828.170000,,,,
1,82,75,421,887.870000,726.320000,886.870000,,,,
1,120,76,421,824.310000,248.140000,823.310000,,,,
1,119,76,421,824.630000,875.950000,823.630000,,,,
1,117,76,421,826.530000,6.590000,825.530000,,,,
1,116,76,421,826.920000,1034.170000,825.920000,,,,
1,73,81,421,898.680000,760.960000,897.680000,,,,
1,54,81,421,913.860000,627.120000,912.860000,,,,
1,69,82,421,901.830000,913.970000,900.830000,,,,
1,68,82,421,902.740000,898.790000,901.740000,,,,
1,54,82,421,914.520000,613.710000,913.520000,,,,
1,52,82,421,915.850000,157.830000,914.850000,,,,
1,87,69,421,874.490000,1190.240000,873.490000,,,,
1,81,75,421,886.730000,749.700000,885.730000,,,,
1,55,81,421,912.880000,969.320000,911.880000,,,,
1,61,82,421,908.410000,548.860000,907.410000,,,,
1,60,82,421,908.630000,1000.130000,907.630000,,,,
1,106,64,421,844.640000,650.200000,843.640000,,,,
1,105,64,421,845.680000,1552.360000,844.680000,,,,
1,104,64,421,846.050000,1427.410000,845.050000,,,,
1,103,64,421,847.480000,1423.730000,846.480000,,,,
1,102,64,421,848.390000,1092.270000,847.390000,,,,
1,107,65,421,843.300000,1134.130000,842.300000,,,,
1,106,65,421,843.720000,930.370000,842.720000,,,,
1,107,66,421,841.350000,1671.330000,840.350000,,,,
1,108,67,421,839.920000,1723.460000,838.920000,,,,
1,107,67,421,841.110000,433.720000,840.110000,,,,
1,96,67,421,858.870000,736.200000,857.870000,,,,
1,109,68,421,839.120000,979.130000,838.120000,,,,
1,108,68,421,839.160000,591.170000,838.160000,,,,
1,86,69,421,876.190000,1185.720000,875.190000,,,,
1,85,69,421,878.430000,1196.600000,877.430000,,,,
1,84,69,421,880.200000,1118.560000,879.200000,,,,
1,83,69,421,880.730000,805.650000,879.730000,,,,
1,136,71,421,811.170000,1642.590000,810.170000,,,,
1,135,71,421,812.680000,1788.000000,811.680000,,,,
1,132,72,421,816.420000,1649.940000,815.420000,,,,
1,131,72,421,817.080000,1652.630000,816.080000,,,,
1,130,72,421,818.060000,1761.480000,817.060000,,,,
1,129,72,421,818.430000,560.050000,817.430000,,,,
1,81,76,421,886.730000,724.320000,885.730000,,,,
1,80,76,421,886.730000,542.650000,885.730000,,,,
1,80,77,421,889.790000,1044.510000,888.790000,,,,
1,80,78,421,894.640000,1148.150000,893.640000,,,,
1,73,80,421,898.680000,554.070000,897.680000,,,,
1,58,80,421,910.580000,669.900000,909.580000,,,,
1,57,80,421,911.220000,448.970000,910.220000,,,,
1,72,81,421,898.680000,935.130000,897.680000,,,,
1,71,81,421,901.070000,911.750000,900.070000,,,,
1,70,81,421,901.370000,246.450000,900.370000,,,,
1,64,81,421,905.990000,148.330000,904.990000,,,,
1,63,81,421,906.320000,902.160000,905.320000,,,,
1,62,81,421,906.980000,866.290000,905.980000,,,,
1,61,81,421,908.010000,507.770000,907.010000,,,,
1,59,81,421,909.850000,244.920000,908.850000,,,,
1,58,81,421,909.970000,694.580000,908.970000,,,,
1,57,81,421,911.450000,441.000000,910.450000,,,,
1,70,82,421,901.370000,724.780000,900.370000,,,,
1,67,82,421,903.370000,914.430000,902.370000,,,,
1,66,82,421,904.020000,1148.080000,903.020000,,,,
1,65,82,421,904.800000,892.350000,903.800000,,,,
1,64,82,421,905.640000,773.920000,904.640000,,,,
1,59,82,421,909.400000,1189.850000,908.400000,,,,
1,139,7,423,778.000000,300.800000,777.000000,,,,
1,135,10,423,784.000000,61.780000,783.000000,,,,
1,91,32,423,843.000000,365.570000,842.000000,,,,
1,91,33,423,843.000000,592.930000,842.000000,,,,
1,76,38,423,868.000000,471.130000,867.000000,,,,
1,68,38,423,896.000000,36.720000,895.000000,,,,
1,68,39,423,895.000000,643.830000,894.000000,,,,
1,67,39,423,898.000000,531.990000,897.000000,,,,
1,66,40,423,900.000000,537.280000,899.000000,,,,
1,65,41,423,902.000000,529.230000,901.000000,,,,
1,62,41,423,905.000000,75.740000,904.000000,,,,
1,143,6,423,776.520000,1057.700000,775.520000,,,,
1,142,6,423,776.520000,1079.930000,775.520000,,,,
1,141,6,423,776.840000,1110.900000,775.840000,,,,
1,140,6,423,777.500000,26.520000,776.500000,,,,
1,140,7,423,777.550000,1409.700000,776.550000,,,,
1,139,8,423,778.540000,1045.590000,777.540000,,,,
1,138,8,423,779.440000,905.540000,778.440000,,,,
1,138,9,423,779.670000,320.580000,778.670000,,,,
1,137,9,423,780.000000,1086.370000,779.000000,,,,
1,136,9,423,781.480000,1116.190000,780.480000,,,,
1,135,9,423,781.530000,1136.120000,780.530000,,,,
1,134,10,423,782.750000,1204.570000,781.750000,,,,
1,133,10,423,783.280000,738.120000,782.280000,,,,
1,133,11,423,783.940000,578.600000,782.940000,,,,
1,132,11,423,784.270000,1052.640000,783.270000,,,,
1,132,12,423,784.940000,357.060000,783.940000,,,,
1,131,12,423,785.250000,1224.890000,784.250000,,,,
1,131,13,423,785.910000,184.740000,784.910000,,,,
1,130,13,423,786.190000,1339.720000,785.190000,,,,
1,129,13,423,787.130000,779.590000,786.130000,,,,
1,129,14,423,787.900000,1080.540000,786.900000,,,,
1,129,15,423,788.730000,569.940000,787.730000,,,,
1,128,15,423,788.730000,695.810000,787.730000,,,,
1,128,16,423,789.750000,757.050000,788.750000,,,,
1,127,16,423,789.750000,1035.320000,788.750000,,,,
1,127,17,423,790.490000,264.770000,789.490000,,,,
1,126,17,423,791.150000,1300.160000,790.150000,,,,
1,125,17,423,793.750000,227.440000,792.750000,,,,
1,125,18,423,794.510000,1072.720000,793.510000,,,,
1,124,18,423,797.030000,719.650000,796.030000,,,,
1,124,19,423,798.060000,580.440000,797.060000,,,,
1,123,19,423,799.340000,1140.870000,798.340000,,,,
1,122,19,423,801.020000,622.830000,800.020000,,,,
1,121,20,423,803.890000,1106.530000,802.890000,,,,
1,120,20,423,805.000000,346.950000,804.000000,,,,
1,119,21,423,806.510000,1055.400000,805.510000,,,,
1,118,21,423,808.370000,1226.880000,807.370000,,,,
1,118,22,423,809.670000,426.440000,808.670000,,,,
1,117,22,423,809.900000,1270.340000,808.900000,,,,
1,116,22,423,811.170000,352.160000,810.170000,,,,
1,116,23,423,811.550000,742.110000,810.550000,,,,
1,115,23,423,812.590000,1315.030000,811.590000,,,,
1,114,24,423,814.120000,1216.220000,813.120000,,,,
1,113,24,423,815.550000,1073.340000,814.550000,,,,
1,112,24,423,817.660000,1053.480000,816.660000,,,,
1,111,24,423,818.890000,529.310000,817.890000,,,,
1,111,25,423,819.700000,645.060000,818.700000,,,,
1,110,25,423,819.780000,1208.560000,818.780000,,,,
1,109,25,423,819.990000,237.020000,818.990000,,,,
1,109,26,423,820.350000,1004.350000,819.350000,,,,
1,108,26,423,821.980000,980.350000,820.980000,,,,
1,108,27,423,823.120000,260.940000,822.120000,,,,
1,107,27,423,823.120000,1241.290000,822.120000,,,,
1,106,27,423,824.290000,482.400000,823.290000,,,,
1,106,28,423,825.010000,760.430000,824.010000,,,,
1,105,28,423,825.600000,1183.950000,824.600000,,,,
1,105,29,423,827.930000,72.900000,826.930000,,,,
1,104,29,423,826.550000,1212.540000,825.550000,,,,
1,103,29,423,827.360000,1092.880000,826.360000,,,,
1,102,29,423,828.130000,405.050000,827.130000,,,,
1,102,30,423,828.320000,708.450000,827.320000,,,,
1,101,30,423,829.090000,1095.490000,828.090000,,,,
1,100,30,423,829.310000,1095.410000,828.310000,,,,
1,99,30,423,831.260000,900.170000,830.260000,,,,
1,99,31,423,831.650000,189.720000,830.650000,,,,
1,98,31,423,831.890000,1061.690000,830.890000,,,,
1,97,31,423,833.910000,1057.010000,832.910000,,,,
1,96,31,423,834.810000,1054.330000,833.810000,,,,
1,95,31,423,837.240000,1056.090000,836.240000,,,,
1,94,31,423,837.410000,1053.710000,836.410000,,,,
1,93,31,423,838.860000,942.560000,837.860000,,,,
1,93,32,423,839.600000,11.190000,838.600000,,,,
1,92,32,423,839.730000,983.800000,838.730000,,,,
1,90,33,423,844.390000,813.240000,843.390000,,,,
1,90,34,423,844.390000,145.260000,843.390000,,,,
1,89,34,423,844.630000,824.440000,843.630000,,,,
1,88,34,423,845.620000,837.620000,844.620000,,,,
1,87,34,423,846.370000,825.890000,845.370000,,,,
1,86,34,423,847.490000,54.960000,846.490000,,,,
1,86,35,423,847.530000,844.900000,846.530000,,,,
1,85,35,423,848.260000,862.610000,847.260000,,,,
1,84,35,423,849.230000,108.240000,848.230000,,,,
1,84,36,423,849.230000,970.390000,848.230000,,,,
1,83,36,423,850.920000,805.810000,849.920000,,,,
1,82,36,423,852.900000,792.470000,851.900000,,,,
1,81,36,423,855.620000,736.740000,854.620000,,,,
1,81,37,423,855.620000,64.470000,854.620000,,,,
1,80,37,423,858.160000,797.300000,857.160000,,,,
1,79,37,423,859.020000,797.300000,858.020000,,,,
1,78,37,423,861.110000,795.310000,860.110000,,,,
1,77,37,423,863.260000,795.460000,862.260000,,,,
1,76,37,423,866.250000,322.720000,865.250000,,,,
1,75,38,423,870.560000,632.340000,869.560000,,,,
1,74,38,423,871.190000,553.070000,870.190000,,,,
1,73,38,423,875.580000,542.880000,874.580000,,,,
1,72,38,423,879.960000,560.970000,878.960000,,,,
1,71,38,423,880.840000,699.030000,879.840000,,,,
1,70,38,423,887.430000,536.360000,886.430000,,,,
1,69,38,423,890.340000,609.030000,889.340000,,,,
1,70,39,423,887.990000,62.700000,886.990000,,,,
1,66,39,423,900.580000,200.840000,899.580000,,,,
1,66,41,423,901.620000,508.230000,900.620000,,,,
1,64,41,423,903.690000,530.540000,902.690000,,,,
1,63,41,423,904.810000,543.110000,903.810000,,,,
1,62,42,423,905.750000,678.330000,904.750000,,,,
1,61,43,423,907.630000,571.160000,906.630000,,,,
1,61,44,423,908.910000,366.260000,907.910000,,,,
1,60,44,423,909.600000,492.970000,908.600000,,,,
1,60,45,423,913.260000,532.910000,912.260000,,,,
1,60,46,423,917.490000,556.450000,916.490000,,,,
1,59,47,423,919.930000,392.790000,918.930000,,,,
1,58,51,423,924.690000,324.640000,923.690000,,,,
1,58,52,423,925.680000,547.170000,924.680000,,,,
1,58,53,423,927.810000,35.110000,926.810000,,,,
1,122,20,423,802.350000,853.100000,801.350000,,,,
1,115,24,423,814.120000,193.560000,813.120000,,,,
1,59,51,423,924.360000,222.530000,923.360000,,,,
1,120,21,423,806.410000,1010.020000,805.410000,,,,
1,62,43,423,907.090000,111.460000,906.090000,,,,
1,60,47,423,919.420000,190.180000,918.420000,,,,
1,59,48,423,921.500000,533.910000,920.500000,,,,
1,59,49,423,921.760000,531.070000,920.760000,,,,
1,59,50,423,923.380000,547.170000,922.380000,,,,
1,86,5,424,835.000000,510.300000,834.000000,,,,
1,63,6,424,849.000000,786.870000,848.000000,,,,
1,73,7,424,843.000000,2385.310000,842.000000,,,,
1,71,8,424,845.000000,3967.100000,844.000000,,,,
1,70,8,424,845.000000,1572.290000,844.000000,,,,
1,60,8,424,853.000000,1607.090000,852.000000,,,,
1,59,8,424,853.000000,2042.190000,852.000000,,,,
1,70,9,424,846.000000,914.120000,845.000000,,,,
1,69,9,424,846.000000,335.750000,845.000000,,,,
1,58,9,424,854.000000,2114.100000,853.000000,,,,
1,54,10,424,864.000000,219.770000,863.000000,,,,
1,56,12,424,859.000000,1681.070000,858.000000,,,,
1,55,12,424,859.000000,879.930000,858.000000,,,,
1,53,16,424,864.000000,1837.670000,863.000000,,,,
1,53,17,424,864.000000,2505.730000,863.000000,,,,
1,78,18,424,854.000000,48.060000,853.000000,,,,
1,74,18,424,864.000000,185.890000,863.000000,,,,
1,52,18,424,863.000000,2616.190000,862.000000,,,,
1,74,19,424,868.000000,89.460000,867.000000,,,,
1,49,19,424,867.000000,1287.130000,866.000000,,,,
1,72,20,424,873.000000,108.240000,872.000000,,,,
1,48,20,424,867.000000,1768.840000,866.000000,,,,
1,79,1,424,838.570000,2394.040000,837.570000,,,,
1,87,2,424,832.450000,310.760000,831.450000,,,,
1,86,4,424,833.870000,214.790000,832.870000,,,,
1,76,4,424,839.010000,2516.160000,838.010000,,,,
1,86,6,424,835.660000,507.460000,834.660000,,,,
1,86,7,424,835.660000,507.460000,834.660000,,,,
1,63,7,424,849.810000,1729.510000,848.810000,,,,
1,62,7,424,849.850000,2783.690000,848.850000,,,,
1,61,7,424,850.050000,2105.200000,849.050000,,,,
1,60,7,424,852.380000,1752.360000,851.380000,,,,
1,68,8,424,846.100000,1947.680000,845.100000,,,,
1,58,8,424,854.090000,245.910000,853.090000,,,,
1,55,13,424,859.790000,2174.810000,858.790000,,,,
1,77,18,424,855.600000,206.890000,854.600000,,,,
1,49,20,424,868.010000,695.650000,867.010000,,,,
1,78,2,424,839.010000,2316.700000,838.010000,,,,
1,76,3,424,839.010000,123.800000,838.010000,,,,
1,65,6,424,849.690000,320.880000,848.690000,,,,
1,64,6,424,849.690000,2608.220000,848.690000,,,,
1,67,7,424,846.100000,858.620000,845.100000,,,,
1,86,8,424,835.770000,513.140000,834.770000,,,,
1,69,8,424,845.920000,2605.770000,844.920000,,,,
1,86,9,424,836.100000,518.960000,835.100000,,,,
1,56,11,424,856.530000,2423.170000,855.530000,,,,
1,51,18,424,865.380000,431.420000,864.380000,,,,
1,50,19,424,865.380000,1957.260000,864.380000,,,,
1,79,2,424,839.010000,796.070000,838.010000,,,,
1,76,5,424,839.040000,2926.110000,838.040000,,,,
1,75,6,424,840.290000,2691.700000,839.290000,,,,
1,85,10,424,836.760000,594.850000,835.760000,,,,
1,58,10,424,854.800000,3008.140000,853.800000,,,,
1,57,11,424,854.800000,2034.070000,853.800000,,,,
1,73,19,424,873.330000,197.240000,872.330000,,,,
1,72,19,424,876.590000,98.730000,875.590000,,,,
1,74,7,424,845.890000,2586.530000,844.890000,,,,
1,72,8,424,845.920000,2977.700000,844.920000,,,,
1,85,11,424,837.280000,200.610000,836.280000,,,,
1,58,11,424,854.800000,155.230000,853.800000,,,,
1,83,12,424,838.110000,504.860000,837.110000,,,,
1,76,18,424,856.820000,192.180000,855.820000,,,,
1,53,18,424,868.970000,136.450000,867.970000,,,,
